uuid,current_minute,home_score,away_score,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_attacks,away_attacks,home_dangerous_attacks,away_dangerous_attacks,home_corners,away_corners,home_off_target,away_off_target,home_on_target,away_on_target,home_possession,away_possession,final_delta
44af994f-12a7-423f-a243-efe1c489ddf7,74,0,1,1,0,0,0,77,73,48,44,2,3,4,3,3,1,43,57,2
919382a4-5533-49e1-a8f0-aa1774d7fe7e,68,0,1,0,0,0,0,61,45,39,18,8,1,6,1,5,1,62,38,1
afdbd74e-1a2b-4111-b52a-719ba047b72d,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,58,9
76dfa522-6c5c-4cf4-9d12-05b3df1f530e,70,1,1,1,1,0,0,54,71,34,37,2,2,4,4,2,7,48,52,0
751e6ca1-1188-4b1e-a103-c7d15a986353,46,2,0,0,0,0,0,56,52,39,29,2,0,2,2,4,1,56,44,0
6ac3af00-3f87-4305-929a-c378a6acff45,28,0,2,0,0,0,0,38,42,21,40,0,2,2,3,0,5,41,59,3
7a6deba5-6356-4ecf-9a24-c6284d0cca3f,16,0,1,0,0,0,0,12,21,6,17,0,1,0,1,0,4,39,61,4
3e0ec8de-9ab0-4752-829b-7334e3a74736,72,0,1,0,0,0,0,52,50,24,27,3,1,7,2,1,2,56,44,1
471f26bc-9bb7-4f56-8501-179d21e6fb32,73,0,2,0,0,0,0,31,39,23,31,2,5,2,3,1,3,43,57,2
4d0bd03d-936e-4907-bea0-eb386932ea9e,84,1,2,0,2,0,0,66,76,30,57,1,4,5,6,2,7,34,66,1
95e659e5-b2c5-486a-8f38-b5e1fa4c68e6,96,4,0,0,0,0,0,67,41,53,20,6,0,9,3,10,1,61,39,1
b8655a74-b3cb-4f4b-8245-be14cb5d7ee1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,1
25d5bd08-88e6-4c30-87cc-917ebf2c99ef,83,0,1,1,1,0,0,71,80,31,29,2,2,5,3,1,1,51,49,1
805c8871-32d6-4fae-8360-b374929fa611,16,0,0,0,0,0,0,21,27,5,8,0,2,0,1,0,0,29,71,3
38661822-6cb0-4909-9259-1506e78c5ec9,91,1,0,0,1,0,0,87,99,30,48,3,4,7,5,5,1,49,51,1
72952254-bfea-4933-9fc4-85cfaf8d60ce,28,0,0,1,2,0,0,45,25,22,11,3,0,5,1,1,1,61,39,1
bddfc551-1242-4028-aa22-795e2e70fdf2,64,0,0,0,0,0,0,46,56,26,38,3,8,2,2,0,0,40,60,0
883e7ff1-79bd-4ba9-bcd3-5efaedc1ba86,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,94,4
e2542371-d13e-4ce8-a003-5a4add3445ab,28,0,0,0,0,0,0,13,25,9,21,0,0,1,2,1,1,43,57,0
b8861fc1-da7d-4a8f-85bf-ba1a03cdfb05,36,0,0,0,0,0,0,83,60,53,29,4,0,2,4,2,0,62,38,4
436d1117-f695-4de1-93b9-e76d59c6990e,77,2,0,1,1,0,0,92,78,49,46,4,0,4,3,4,2,53,47,2
18036ae7-3fe5-4b3d-ae8d-9f06bb383e50,97,2,1,1,1,1,1,27,38,16,27,1,11,1,11,3,4,35,65,0
de1afd48-1e37-40c3-a76b-ab205967fba7,69,0,0,0,0,0,0,69,80,38,44,3,2,4,2,4,4,44,56,1
eae1257b-80ae-4b72-b126-4cb79c10d8c8,67,0,1,0,0,0,0,85,71,42,40,5,6,2,5,0,4,55,45,0
c611e823-fa99-4685-b13a-20532f95f021,38,0,0,1,1,0,0,50,42,37,30,1,0,3,3,3,0,36,64,1
d60251c9-6335-4127-a7d4-3d3d30e512b4,24,0,0,0,0,0,0,26,15,2,1,1,0,1,1,2,0,69,31,1
5a27b918-cf62-4350-a2f8-904b6df2adc3,83,0,0,1,1,0,0,45,57,33,40,3,2,7,3,1,3,38,62,0
9ee5f341-64c9-4ba7-83bc-d69c42b4e98a,98,2,1,0,0,0,0,32,53,20,41,5,5,1,13,6,10,42,58,1
09255653-a4de-4f32-812f-c1b934c4164d,106,4,0,2,2,0,0,84,114,28,33,0,4,2,9,6,3,39,61,0
78c9f26e-778d-44dd-b746-fdd851ed5f6f,83,0,0,1,3,0,0,73,60,46,27,5,3,13,4,7,1,61,39,0
2e5e2571-3ddc-4159-aae1-f74efa379c1e,70,1,1,0,0,0,0,41,34,21,12,4,1,1,2,3,1,60,40,2
987a7636-27eb-4fdb-bc76-43c866508b21,96,4,1,0,0,0,0,59,43,47,31,6,1,5,5,4,4,60,40,1
fa454646-e432-476e-ac14-5e4fedd63463,64,0,1,1,2,0,0,44,36,19,27,2,1,4,1,0,5,50,50,2
705ae88b-43c5-41b4-bd0e-284724924000,66,0,0,0,0,0,0,51,45,45,16,4,1,0,2,5,1,59,41,3
8d030b97-dffc-47ba-ab42-31583ab2ae38,31,2,0,0,1,0,0,25,22,31,6,1,0,5,0,3,0,64,36,5
2f4c0ab3-999d-4080-9a59-1861f48476c9,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,22,78,2
a3f6d15b-c5dc-4252-9f95-f49950212675,23,0,0,0,0,0,0,39,34,21,14,1,0,2,1,0,1,56,44,2
4d65b900-5a47-43b8-9fc8-09faac47f2d7,67,1,4,0,0,0,0,27,50,18,37,2,8,1,2,2,7,37,63,0
1f482758-3a07-470b-bbb1-9341c2035427,11,0,0,0,0,0,0,8,8,2,5,0,2,1,1,0,0,46,54,1
8473e91c-a412-4c3e-9268-47bbcd7f2fd4,93,2,1,0,0,0,0,133,109,94,46,7,5,8,2,9,6,57,43,1
a5969ffb-ab9a-4440-92c6-44e98d1991b6,109,2,5,0,2,0,0,57,69,27,28,4,6,5,4,4,6,51,49,0
0ecd0a93-2ccf-4bd1-bebe-de3cce286501,68,1,1,1,0,0,0,83,78,44,37,3,1,1,0,1,1,53,47,2
9fe35f04-6e2e-481f-8779-46d5ddd03f6f,20,0,0,0,0,0,0,8,9,6,5,0,1,2,0,2,1,58,42,2
d6a69134-c065-467e-97b4-8741849d1cab,11,0,0,0,0,0,0,4,5,3,2,0,0,1,1,0,0,34,66,3
8ea468fe-d859-431b-89bc-c0b56644f3e6,11,0,0,0,0,0,0,4,5,3,2,0,0,1,1,0,0,34,66,3
2db86dee-609e-420b-8b4e-282e4c848eb2,25,0,0,0,1,0,0,27,34,19,11,0,0,2,2,0,1,43,57,1
903dfb1a-3480-4573-8efe-a9a614cc388b,98,1,1,0,0,0,0,112,106,47,36,3,1,7,6,5,2,51,49,1
a3f8a737-e929-41b6-93fe-99b83a1d4847,48,0,1,0,0,0,0,88,61,62,29,6,2,9,5,5,4,67,33,3
0dcc2006-af2a-4146-9501-f53822622280,95,1,4,1,0,0,0,64,85,34,60,2,2,5,2,4,7,40,60,3
e9bc1bbe-27b6-4d41-99ce-f18be4cb9009,79,0,1,0,0,0,0,34,57,31,40,5,2,3,5,4,4,38,62,1
7690c44a-4a62-4dfc-b450-6f7d254ec7b3,32,1,0,0,0,0,0,25,17,22,14,1,2,5,1,2,0,61,39,2
641a57d9-e6af-4d31-903f-26f822940105,80,0,0,3,1,0,0,62,96,20,70,2,4,0,13,1,6,33,67,2
83c2941f-5a8f-49df-9252-c3a28bc5ea56,101,3,1,1,6,0,0,83,71,65,33,4,2,10,4,4,2,64,36,1
092ce852-f6af-4e85-9ec4-66c83e166328,109,1,0,0,0,0,0,144,141,95,75,8,5,6,0,8,6,52,48,0
98b248ba-014c-42ee-83eb-465c6887a4c4,87,1,0,0,0,0,0,53,19,37,9,6,2,6,2,8,1,72,28,1
442a0940-8db5-441d-a684-bb511f8cb35d,30,0,0,0,0,0,0,14,16,8,8,2,3,3,2,1,2,48,52,3
74b294b1-c389-4b3a-92bb-a079a4537e1c,36,1,1,0,0,0,0,34,27,25,18,5,0,2,2,4,2,54,46,1
f01e92d4-98ff-4a40-96ef-6a14dc9c6ca5,23,2,0,0,0,0,0,23,20,18,18,1,2,2,0,2,0,53,47,3
8ad2b5fd-80b8-488a-b0ae-4881e1623f1e,72,3,0,1,1,0,0,68,87,60,55,3,4,6,3,7,1,48,52,0
d81456e7-d418-4943-bb87-94a83cfddf0c,80,0,0,0,0,0,0,57,73,37,53,1,6,4,7,2,3,42,58,0
af8c7d13-da2e-41b7-9e9c-265f5292bc42,71,0,0,0,0,0,0,45,36,18,16,0,3,5,1,2,0,56,44,1
5db48af2-f2e9-4db5-8897-e08602fe7a6c,79,0,0,0,1,0,0,59,96,13,16,1,1,4,1,1,4,40,60,0
a3e2e2d2-f548-4123-ab33-64aea19f68c2,36,0,0,1,1,0,0,32,40,24,32,2,2,2,1,0,0,32,68,1
9609fd66-5bdd-46a5-8f6a-9ef2037c7a47,34,0,0,3,0,0,0,37,44,15,30,2,3,0,4,1,2,36,64,2
bb6bb750-6a9f-4918-9276-3dc828b16988,79,1,0,2,2,0,0,50,89,20,31,3,1,3,2,1,0,33,67,0
dd3e0756-20cf-4bb7-85c2-9e2559a2949e,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,74,26,2
2e975d9c-a6d0-43a2-841e-9856f01e4c63,80,1,2,0,1,0,0,93,70,60,33,2,1,3,2,1,5,57,43,1
d634a161-d9e7-4e5c-b493-710096a64aab,45,0,0,2,0,0,0,36,61,26,48,0,1,10,6,1,1,35,65,1
7c6020eb-7f11-471d-9f88-2e539fcf14de,65,1,0,0,0,0,0,36,29,18,16,1,2,2,4,1,0,57,43,2
558a5c3e-26d7-4c91-bb97-55883f777bfe,53,1,0,0,0,0,0,43,40,27,23,3,1,7,3,3,1,54,46,1
d5c25614-712d-4ce8-9e6d-5076393ff6b8,27,0,0,0,0,0,0,26,19,11,11,2,0,1,3,1,0,52,48,0
d9e049fa-1a19-438f-bf19-2c4ef0b4c2d1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,48,52,1
a49876df-b256-45a0-8849-39056d5da150,15,0,0,0,0,0,0,22,19,4,7,1,1,0,2,0,0,56,44,2
d5f0039b-32d2-43e5-85ff-861c015bb4c7,76,0,0,1,0,0,0,54,54,35,38,2,1,4,2,3,1,43,57,1
47b6d779-0498-478e-83f5-69ac60ab4a7b,96,1,1,1,2,0,0,79,76,31,49,11,4,9,4,5,3,50,50,1
9aac25d7-72c4-49d6-a4db-b41a78361242,97,0,2,0,0,0,0,64,52,38,40,1,2,3,10,3,4,54,46,0
c62ffa7b-c750-4f3d-8033-915722de7e12,21,0,0,0,0,0,0,28,22,27,5,2,0,2,1,4,0,59,41,4
276e87a0-044a-4430-8feb-cd3e490e99fe,83,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,2
f7bc32c1-a873-4a14-bfe1-19840c893d02,96,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
997877f5-739c-491f-9494-89a5481914fd,77,1,0,0,0,0,0,63,75,36,43,2,1,1,3,2,0,44,56,2
279939c9-50c8-4338-9f82-44645c9574c0,92,2,1,0,1,0,0,61,48,50,27,2,2,3,0,3,1,66,34,0
379ec2fd-1d5d-4ee8-8b8e-1bbf8ca3670f,68,0,0,2,0,0,0,89,92,51,29,0,1,2,4,0,1,48,52,1
dfa19d49-25ed-4db0-9c4d-d7d2321ad7ca,111,2,2,3,2,0,0,118,59,48,35,2,3,9,9,4,2,61,39,0
4e17422f-7241-4b55-88b1-34a1dfe933d1,81,3,1,1,1,0,0,67,72,40,38,3,4,7,2,6,4,52,48,3
9aacada9-e4e1-4823-9ff4-9806b0701436,85,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,1
8595e016-59f1-4dd6-8652-db73c446a5b8,30,1,0,0,0,0,0,16,22,10,17,0,1,0,2,1,1,50,50,3
9d804c8f-deca-4117-b63d-5b3f94bc647b,8,0,0,0,0,0,0,0,27,0,17,0,0,0,1,0,0,14,86,3
c034762f-71c9-48bc-8f05-0c69873769d7,90,3,0,0,0,0,0,108,52,60,20,10,3,12,3,7,1,63,37,0
c7a13cdb-eeb2-46b3-ba87-fe9b16c267bf,72,2,0,1,1,0,0,58,53,39,16,3,1,13,3,3,3,60,40,0
f58b5c5b-e36e-4ab6-b88a-542933283990,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
6121b7df-1645-4dda-9699-5ad7571d2331,72,1,0,1,1,0,0,77,65,70,35,9,2,9,3,5,1,61,39,1
6c340ef9-e42d-44ca-b985-3aa14b747a01,4,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,63,37,1
eabe9c51-c199-41b0-bcac-cfbc34bf61c9,85,1,0,0,0,0,0,72,90,32,55,0,4,1,6,3,3,44,56,1
679517df-74fc-47fc-8e25-b3e072a23017,101,0,1,1,0,0,0,127,96,85,50,8,4,3,5,2,2,51,49,0
83bf8027-a3df-4c67-b52a-5e8601196892,33,0,0,0,0,0,0,47,36,34,15,5,0,3,1,4,1,57,43,1
167fb5c6-3705-45ac-9e70-eea954c06eab,106,2,0,1,1,0,0,134,65,134,35,12,1,12,1,7,1,71,29,0
24965901-35fb-4b33-958d-cfa35e76a764,94,2,1,3,4,0,0,78,112,46,65,5,4,2,4,9,4,38,62,1
9f8a79fc-6a06-4e5f-9f98-9dc749a7b026,7,0,1,0,0,0,0,6,7,3,1,0,0,1,0,1,1,50,50,2
7fabbdc1-b9cc-43aa-931a-9c1618c5fb86,67,1,0,1,1,0,0,58,42,15,21,6,2,5,5,2,1,58,42,0
4c83b98f-b2cd-487a-a89c-b344e3ed9eee,9,1,0,0,0,0,0,5,7,3,8,0,1,0,1,1,0,35,65,0
44e3f71b-d2c8-4da5-8592-ad28e60d6074,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
db1d0bf6-976c-4631-909f-f449dae0526f,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,2
0605d6e0-b6b1-4a9c-bdae-ec345783cebb,85,0,0,0,0,0,0,51,51,23,28,1,2,0,5,2,0,52,48,1
45af70e2-c9b9-494e-9ecd-d99e015a1745,101,1,1,0,3,0,0,94,63,58,25,5,2,11,2,3,2,69,31,2
25f2a1a9-4180-413d-85c7-7db7101f7dde,6,0,0,0,0,0,0,10,5,7,0,1,0,1,0,0,0,64,36,6
61e32695-c7c6-4650-a295-f8deef527c2d,48,1,1,0,0,0,0,79,57,30,44,0,3,4,3,1,2,52,48,1
a93685b8-4146-46bd-87ea-f68bec9b1558,86,1,1,0,1,0,0,79,74,51,52,3,4,5,7,4,5,51,49,1
91bc22a2-fcc8-45d7-81e8-2896c4df8782,32,0,0,0,0,0,0,23,33,8,10,2,1,2,1,3,0,42,58,4
fa6bec2a-6145-4b7a-adb4-8cbe37ffe0b4,5,0,0,0,0,0,0,12,11,3,2,0,0,0,0,0,0,71,29,5
4ded1d54-3d84-48fc-a227-101e83102655,74,4,1,1,2,0,0,59,83,21,48,0,3,0,2,4,1,43,57,0
ca21e2e5-d4c3-4e3c-b67c-666700065ee7,86,1,0,0,0,0,0,42,45,20,32,5,4,5,11,1,7,52,48,1
f05cd6d8-5c1e-4d63-bbc9-2f7866238bed,33,0,0,0,0,0,0,29,34,31,20,1,0,1,1,0,0,59,41,2
eaf735e0-cd86-4d94-855e-e39607ee4f1c,69,1,0,1,2,0,0,38,49,15,32,0,1,2,5,1,0,42,58,0
609ca5a0-75ad-4099-8266-b24474a9f8ec,63,1,3,2,0,0,0,33,32,19,22,1,6,1,4,2,7,51,49,0
f96e34ba-76eb-48aa-ae30-45ccfa1288af,38,0,0,2,3,0,0,42,31,27,15,2,1,4,1,1,1,58,42,4
08423774-833d-42c7-adbe-5126f0da3b14,75,2,1,0,2,0,0,63,61,54,42,9,2,6,3,2,2,60,40,0
ad568203-a043-4109-962d-e32ff4f84971,101,1,2,3,0,0,0,103,28,48,14,7,6,6,9,4,2,61,39,0
9c87ec0f-3a47-4cb1-8eef-e3e1010bf33a,78,1,2,0,0,0,0,43,41,31,27,6,4,4,4,11,4,47,53,0
f2cbaac5-64da-412e-b52c-462249308fa9,34,0,3,0,0,0,0,31,36,15,18,1,0,3,2,1,3,32,68,4
c46c9eca-a09c-4b71-8886-df188e1cddfb,80,2,4,1,2,0,0,58,54,41,35,1,6,8,8,3,6,52,48,1
484e7d51-58fd-4941-93bc-f489b37a9a11,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
1c0dfe2c-4044-48e6-9156-7743d2d85eff,96,1,0,3,2,0,0,123,84,77,46,5,8,5,5,4,1,61,39,0
5f10dfbd-c8fa-4173-b585-869ccc89c1e7,101,0,1,0,0,0,0,75,63,85,81,5,5,3,8,2,2,50,50,0
720b2471-5d35-4b26-a147-f632105031ae,81,0,0,1,0,0,0,72,63,57,39,4,3,2,4,1,0,52,48,0
611c8d63-d22e-482a-8016-7e75f384cd88,103,2,1,2,3,0,0,127,90,74,38,8,4,16,3,5,3,53,47,0
36cdf525-8415-4986-9cad-1ef0e6ebb70f,34,1,1,0,1,0,1,68,54,34,13,2,0,6,2,5,1,63,37,1
7881025a-9a81-4e7d-a63a-6204e8fc34a6,85,1,0,1,1,0,0,76,67,45,56,3,6,3,4,2,0,47,53,1
989f7799-0f1d-405a-bb04-981f036a1059,10,0,0,0,0,0,0,13,13,6,5,0,0,0,0,0,1,53,47,5
aa66803f-3167-4365-a326-f93b32c91934,71,1,0,0,1,0,0,32,46,36,32,4,1,3,6,2,1,43,57,2
1ebadea8-823b-4260-b6e3-ebcd64d22578,89,1,1,0,3,0,0,53,34,37,19,6,2,2,5,7,3,60,40,0
f87ea49c-db2c-44d0-9c85-22f9fa28568c,1,0,0,0,0,0,0,11,5,3,2,0,0,0,0,0,0,63,37,0
513b8ed7-7ccb-4cdf-beee-6a703784e448,74,1,1,2,0,0,0,51,54,37,43,3,5,5,4,1,2,37,63,0
721270f7-fd6d-421f-8bb9-b2ed3e5ceb5a,28,0,1,0,0,0,0,0,6,0,1,0,1,0,0,0,3,34,66,1
cafdf2bb-542f-4c55-8bf2-d8aa3278fca6,80,1,1,1,0,0,0,39,59,27,45,2,7,1,2,1,1,43,57,0
eadbab6b-5daf-4c20-b991-aa743c9a8327,28,1,0,0,0,0,0,16,12,13,8,4,0,4,1,6,0,56,44,4
4ca92289-82ea-48d7-ab22-92705dd8b69a,69,2,1,0,1,0,0,83,58,50,36,1,1,12,2,3,3,53,47,2
a0db6d6f-0cb3-43f8-8b87-0e88f47d6076,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,46,54,2
e0e6e6bd-7c20-4186-8288-9cac4b15162c,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,57,43,0
1177e86c-947f-4ea1-bb14-3da8ebb8c83f,100,3,0,0,0,0,0,119,80,70,25,6,2,6,2,6,0,61,39,0
eb1e38b0-394d-4402-b109-50fa78069c9a,27,0,0,0,0,0,0,47,35,24,21,2,0,1,1,1,1,53,47,1
27c4b652-2d16-4491-98d1-125d68e25b53,44,2,1,0,0,0,0,53,47,27,22,1,1,1,0,5,2,50,50,2
0603fb5f-4c85-47e6-b0bf-9c6b2afe4095,39,0,0,0,0,0,0,49,38,40,26,0,0,2,2,3,0,60,40,2
f1110d5f-53e2-4361-a10a-14679d615bd7,95,1,0,3,0,0,1,102,78,72,39,6,2,13,3,5,3,70,30,0
402e3a8d-ae54-4cae-b4de-40b8929c55d9,44,0,0,1,1,0,0,65,58,37,36,1,2,2,3,0,1,57,43,0
36919cb6-b037-4c9d-b5df-9e36ce2976c3,81,1,1,0,0,0,0,36,38,32,24,6,2,5,3,3,3,60,40,3
f40ceca6-1137-48cf-b895-0af0082463a4,96,0,1,0,0,0,1,135,77,86,52,9,8,7,3,3,3,59,41,0
11e3f7da-5da6-4396-a0ea-689cfd2144bb,16,0,0,0,0,0,0,18,14,16,11,1,0,1,0,1,0,52,48,3
6efe97ac-096a-47d1-93f9-e4939acd7427,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,4
f93bdc7c-038e-4692-9c1e-2b964fc608d5,71,2,2,2,1,0,0,64,57,35,20,2,1,3,7,2,4,56,44,3
74c60f5a-4170-4044-81b0-dd5532e909a1,81,1,1,0,0,0,0,45,30,29,22,9,6,9,8,9,3,57,43,1
9193fac2-ccaf-4aa1-a49e-9259d962961a,4,0,0,0,0,0,0,9,8,0,8,0,0,1,0,0,0,37,63,3
84b90dcd-7c1a-4aaf-a598-5d755ef61fe6,19,1,0,0,0,0,0,28,24,16,7,2,0,2,2,0,0,63,37,3
335181ac-7668-4f26-968c-846ad3d6db1c,4,0,0,0,0,0,0,7,7,3,5,0,0,0,0,0,0,48,52,4
507d3433-3e94-4160-b5a9-cb3db6776a58,88,0,2,2,0,0,0,79,92,15,27,3,5,2,5,1,6,48,52,1
aebd5c60-56c3-44c8-90b7-f94cd46e55d8,95,2,2,1,0,0,0,80,78,76,47,5,6,8,5,6,5,46,54,1
058f9cd9-65d1-4596-8559-80814fa8dd31,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,63,37,1
e909039e-c97d-4f7a-85cf-bfbf73a0513e,23,0,0,0,0,0,0,27,33,29,20,2,1,2,0,1,0,49,51,4
b87b806e-cea2-47ce-9393-c0043385ec89,97,3,0,0,0,0,0,75,73,38,26,4,5,3,6,8,2,49,51,0
44d52878-5d49-416b-87df-5ca2053d6c33,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,1
10569215-1875-4b58-8a2e-51395711006b,100,0,1,1,3,0,0,86,80,70,49,6,2,10,11,3,6,53,47,0
216a4fb9-7b04-4e15-94f0-88e060ee6cee,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,2
e38f67c0-dc15-40b7-8378-fc7def73c45f,77,0,0,3,4,0,0,59,55,50,31,7,2,3,3,4,0,60,40,2
e6d47fc3-7adf-49e3-a060-f7ea327fd375,51,2,2,0,0,0,0,49,22,32,13,7,1,6,3,7,4,66,34,2
d76ad588-ccc5-4355-b641-4db63e2911ae,17,0,0,0,0,0,0,23,17,18,12,1,0,3,0,2,0,47,53,5
0252f3cc-93dd-429d-8747-c1af0e2131b4,71,0,0,0,0,0,0,79,61,27,30,2,6,4,4,3,3,48,52,2
053e372a-a11e-47f2-8d8c-c38f10812179,42,0,0,0,0,0,0,40,48,29,38,1,2,4,1,0,0,41,59,1
b0ad25b1-9437-4083-b491-7e5bbf4e1c2a,52,2,1,1,4,0,0,71,67,33,30,1,2,0,0,2,1,53,47,1
fc2011ac-a3bc-4d91-88a2-db091b40c2a1,93,2,0,0,0,0,0,99,119,55,62,5,2,2,2,6,5,46,54,1
704d1baa-353a-4fde-9c00-f56fc09511d2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,4
60fd898e-04a5-441e-bed3-3181687ab8ca,94,1,1,3,0,0,0,81,93,44,61,3,5,1,3,2,1,47,53,1
718f0598-e954-4640-8ed2-1a23a534ee98,72,3,1,0,0,0,0,73,54,49,34,3,3,8,0,4,1,59,41,0
b8d305cc-530b-4958-9732-f5ad16c24697,40,1,2,0,0,0,0,54,37,35,19,2,1,2,1,1,2,61,39,0
2c437d7f-d779-42ab-b2f7-b7476836ec3e,4,0,0,0,0,0,0,6,6,3,2,0,0,1,0,0,0,35,65,4
e11085ac-c4fd-4192-a062-4ccf27cdc58a,8,0,0,2,3,0,0,5,7,4,7,1,1,0,1,0,1,56,44,5
02afe4fb-2cc0-4182-8bbe-de408d1ad4d1,13,0,1,1,0,0,0,6,12,7,6,0,0,0,0,0,2,46,54,2
37c2513d-9d5f-4f7d-963f-2f00fd361aa7,109,1,2,3,3,0,0,98,75,40,39,4,6,6,6,3,3,57,43,0
f4c724ae-a82b-481f-8c07-9a14e85001d6,72,2,0,0,0,0,0,75,63,37,38,2,3,6,4,4,2,52,48,1
ace877ca-54c6-4c97-8b6e-18d105968558,35,0,0,0,0,0,0,22,26,14,20,0,2,5,2,1,2,44,56,1
d0967cd3-8230-4416-ac8b-26a327ad8872,7,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,22,78,3
7cb4bbbd-6281-4072-8747-a101de2d3b79,95,0,1,0,2,0,0,114,76,54,27,6,4,13,1,4,2,60,40,0
0d30dc3d-7391-4ffb-8700-1a372efd3c4d,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,8
ae69a730-6675-4367-8b2f-54bec82e3060,64,1,1,0,0,0,0,68,63,47,27,3,0,7,4,2,1,54,46,1
7449cb47-a59d-4d1f-bf17-cbf1f6016570,88,1,0,0,0,0,0,60,59,48,42,2,5,12,1,3,4,46,54,1
11839361-c368-4920-8898-11b298119171,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,2
3068c375-9d94-46ac-9078-e6efe080b9e8,72,0,0,0,0,0,0,72,100,52,74,1,4,2,4,1,2,34,66,0
8540c58b-bd09-49fb-9cfd-d776333b1572,5,0,0,0,0,0,0,4,6,2,2,0,0,0,0,0,0,53,47,4
a0c4855b-f261-4f6c-91ca-0e8dce93dd58,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,84,16,3
a6139e3e-12ec-4738-9a9f-8ef19832be39,99,0,1,2,1,0,0,98,78,57,35,3,1,4,7,4,4,56,44,0
eb1fdf21-b1d4-4a13-bae1-15f8ac0c2631,17,0,0,0,0,0,0,32,23,19,20,1,1,2,0,1,1,33,67,1
bfcab4cc-a04c-46a7-b0cc-e0a88b1aa1af,21,0,0,1,1,0,0,16,24,9,22,2,1,1,0,0,2,49,51,1
1f575c23-46c3-4210-8ebe-bfdf54d60857,44,0,0,0,1,0,0,63,44,28,16,5,1,3,2,4,0,56,44,1
179a3913-49ea-4b45-9bfe-742b32c98458,4,0,0,0,0,0,0,10,3,5,1,0,0,0,0,1,0,73,27,4
fbdc9119-9952-4c3d-b3af-94fae9382d66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,2
106cee1c-1f57-455b-80b6-954eac2b5180,75,1,3,2,0,0,0,61,76,17,35,0,4,2,12,3,4,36,64,0
b64ed20a-3aa5-495e-a73a-08dd394282f3,15,0,0,0,0,0,0,11,10,9,4,2,1,1,0,4,1,58,42,2
a41c67b2-72e8-467a-860d-6b0cbc7fcdff,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,50,50,3
bd2bb3d6-8433-4cf5-b335-9626cf026b42,84,2,0,0,2,0,0,66,25,61,19,4,4,9,3,9,3,60,40,0
f3969278-90eb-448d-937b-3ca749bd9c36,9,0,0,0,0,0,0,9,11,5,1,0,0,1,0,0,0,54,46,3
dd53a8d3-b9a2-45d0-8faf-981be7702a9f,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,84,16,3
efb8ddf2-3836-4ff0-8d25-094522b678fb,20,0,0,0,0,0,0,13,10,12,9,2,2,0,1,0,0,58,42,1
060f8404-d674-47a6-aad8-48a6e1f5b210,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,1
b194441e-828e-497d-82c8-b584f62629d2,87,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,2
91f50df1-dead-43a6-9f7d-626b3531706b,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,7
52596bf4-db90-4a7a-a36a-645d75b0bafe,94,2,2,0,0,0,0,83,74,71,40,7,4,5,5,8,2,55,45,0
7a5f4b9d-934f-4268-a06d-5d2baec89568,107,3,0,0,1,0,0,122,124,71,60,3,0,3,7,6,1,55,45,0
1872cef9-6eaa-423d-a66b-fada8dcd03cb,58,0,0,0,0,0,0,52,43,24,19,1,3,5,1,1,6,59,41,0
